Image;Object;Level;Class;Material;Camera Position;Light Color (RGB);Fog;Mask;ImageNet_Label;ShapeNet_Superclass
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_124_742.png;printer-3;BaseMap;742;M_Glass;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_124_742_mask.png;printer;printer
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Fog/WithFog/BaseMap_Actor_124_742.png;printer-3;BaseMap;742;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);True;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Fog/WithFog/BaseMap_Actor_124_742_mask.png;printer;printer
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle0/BaseMap_Actor_125_761.png;remote-1;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle0/BaseMap_Actor_125_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle1/BaseMap_Actor_125_761.png;remote-1;BaseMap;761;Default;X=0.000 Y=-1.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle1/BaseMap_Actor_125_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle2/BaseMap_Actor_125_761.png;remote-1;BaseMap;761;Default;X=0.000 Y=0.000 Z=0.400;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle2/BaseMap_Actor_125_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle3/BaseMap_Actor_125_761.png;remote-1;BaseMap;761;Default;X=0.000 Y=1.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle3/BaseMap_Actor_125_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle4/BaseMap_Actor_125_761.png;remote-1;BaseMap;761;Default;X=1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle4/BaseMap_Actor_125_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light0/BaseMap_Actor_125_761.png;remote-1;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=1.000000,G=0.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light0/BaseMap_Actor_125_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light1/BaseMap_Actor_125_761.png;remote-1;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.000000,G=1.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light1/BaseMap_Actor_125_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light2/BaseMap_Actor_125_761.png;remote-1;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.000000,G=0.000000,B=1.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light2/BaseMap_Actor_125_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light3/BaseMap_Actor_125_761.png;remote-1;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=1.000000,G=1.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light3/BaseMap_Actor_125_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light4/BaseMap_Actor_125_761.png;remote-1;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light4/BaseMap_Actor_125_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Camo/BaseMap_Actor_125_761.png;remote-1;BaseMap;761;M_Camo;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Camo/BaseMap_Actor_125_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Noise/BaseMap_Actor_125_761.png;remote-1;BaseMap;761;M_Noise;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Noise/BaseMap_Actor_125_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Titanium/BaseMap_Actor_125_761.png;remote-1;BaseMap;761;M_Titanium;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Titanium/BaseMap_Actor_125_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Tri_Wood/BaseMap_Actor_125_761.png;remote-1;BaseMap;761;M_Tri_Wood;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Tri_Wood/BaseMap_Actor_125_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_125_761.png;remote-1;BaseMap;761;M_Glass;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_125_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Fog/WithFog/BaseMap_Actor_125_761.png;remote-1;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);True;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Fog/WithFog/BaseMap_Actor_125_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle0/BaseMap_Actor_126_761.png;remote-2;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle0/BaseMap_Actor_126_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle1/BaseMap_Actor_126_761.png;remote-2;BaseMap;761;Default;X=0.000 Y=-1.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle1/BaseMap_Actor_126_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle2/BaseMap_Actor_126_761.png;remote-2;BaseMap;761;Default;X=0.000 Y=0.000 Z=0.400;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle2/BaseMap_Actor_126_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle3/BaseMap_Actor_126_761.png;remote-2;BaseMap;761;Default;X=0.000 Y=1.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle3/BaseMap_Actor_126_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle4/BaseMap_Actor_126_761.png;remote-2;BaseMap;761;Default;X=1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle4/BaseMap_Actor_126_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light0/BaseMap_Actor_126_761.png;remote-2;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=1.000000,G=0.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light0/BaseMap_Actor_126_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light1/BaseMap_Actor_126_761.png;remote-2;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.000000,G=1.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light1/BaseMap_Actor_126_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light2/BaseMap_Actor_126_761.png;remote-2;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.000000,G=0.000000,B=1.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light2/BaseMap_Actor_126_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light3/BaseMap_Actor_126_761.png;remote-2;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=1.000000,G=1.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light3/BaseMap_Actor_126_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light4/BaseMap_Actor_126_761.png;remote-2;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light4/BaseMap_Actor_126_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Camo/BaseMap_Actor_126_761.png;remote-2;BaseMap;761;M_Camo;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Camo/BaseMap_Actor_126_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Noise/BaseMap_Actor_126_761.png;remote-2;BaseMap;761;M_Noise;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Noise/BaseMap_Actor_126_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Titanium/BaseMap_Actor_126_761.png;remote-2;BaseMap;761;M_Titanium;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Titanium/BaseMap_Actor_126_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Tri_Wood/BaseMap_Actor_126_761.png;remote-2;BaseMap;761;M_Tri_Wood;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Tri_Wood/BaseMap_Actor_126_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_126_761.png;remote-2;BaseMap;761;M_Glass;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_126_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Fog/WithFog/BaseMap_Actor_126_761.png;remote-2;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);True;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Fog/WithFog/BaseMap_Actor_126_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle0/BaseMap_Actor_127_761.png;remote-3;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle0/BaseMap_Actor_127_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle1/BaseMap_Actor_127_761.png;remote-3;BaseMap;761;Default;X=0.000 Y=-1.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle1/BaseMap_Actor_127_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle2/BaseMap_Actor_127_761.png;remote-3;BaseMap;761;Default;X=0.000 Y=0.000 Z=0.400;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle2/BaseMap_Actor_127_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle3/BaseMap_Actor_127_761.png;remote-3;BaseMap;761;Default;X=0.000 Y=1.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle3/BaseMap_Actor_127_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle4/BaseMap_Actor_127_761.png;remote-3;BaseMap;761;Default;X=1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle4/BaseMap_Actor_127_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light0/BaseMap_Actor_127_761.png;remote-3;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=1.000000,G=0.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light0/BaseMap_Actor_127_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light1/BaseMap_Actor_127_761.png;remote-3;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.000000,G=1.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light1/BaseMap_Actor_127_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light2/BaseMap_Actor_127_761.png;remote-3;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.000000,G=0.000000,B=1.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light2/BaseMap_Actor_127_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light3/BaseMap_Actor_127_761.png;remote-3;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=1.000000,G=1.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light3/BaseMap_Actor_127_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light4/BaseMap_Actor_127_761.png;remote-3;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light4/BaseMap_Actor_127_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Camo/BaseMap_Actor_127_761.png;remote-3;BaseMap;761;M_Camo;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Camo/BaseMap_Actor_127_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Noise/BaseMap_Actor_127_761.png;remote-3;BaseMap;761;M_Noise;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Noise/BaseMap_Actor_127_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Titanium/BaseMap_Actor_127_761.png;remote-3;BaseMap;761;M_Titanium;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Titanium/BaseMap_Actor_127_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Tri_Wood/BaseMap_Actor_127_761.png;remote-3;BaseMap;761;M_Tri_Wood;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Tri_Wood/BaseMap_Actor_127_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_127_761.png;remote-3;BaseMap;761;M_Glass;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_127_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Fog/WithFog/BaseMap_Actor_127_761.png;remote-3;BaseMap;761;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);True;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Fog/WithFog/BaseMap_Actor_127_761_mask.png;remote control, remote;remote
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle0/BaseMap_Actor_128_413.png;assault-rifle-1;BaseMap;413;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle0/BaseMap_Actor_128_413_mask.png;assault rifle, assault gun;rifle
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle1/BaseMap_Actor_128_413.png;assault-rifle-1;BaseMap;413;Default;X=0.000 Y=-1.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle1/BaseMap_Actor_128_413_mask.png;assault rifle, assault gun;rifle
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle2/BaseMap_Actor_128_413.png;assault-rifle-1;BaseMap;413;Default;X=0.000 Y=0.000 Z=0.400;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle2/BaseMap_Actor_128_413_mask.png;assault rifle, assault gun;rifle
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle3/BaseMap_Actor_128_413.png;assault-rifle-1;BaseMap;413;Default;X=0.000 Y=1.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle3/BaseMap_Actor_128_413_mask.png;assault rifle, assault gun;rifle
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle4/BaseMap_Actor_128_413.png;assault-rifle-1;BaseMap;413;Default;X=1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle4/BaseMap_Actor_128_413_mask.png;assault rifle, assault gun;rifle
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light0/BaseMap_Actor_128_413.png;assault-rifle-1;BaseMap;413;Default;X=-1.000 Y=0.000 Z=0.200;(R=1.000000,G=0.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light0/BaseMap_Actor_128_413_mask.png;assault rifle, assault gun;rifle
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light1/BaseMap_Actor_128_413.png;assault-rifle-1;BaseMap;413;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.000000,G=1.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light1/BaseMap_Actor_128_413_mask.png;assault rifle, assault gun;rifle
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light2/BaseMap_Actor_128_413.png;assault-rifle-1;BaseMap;413;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.000000,G=0.000000,B=1.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light2/BaseMap_Actor_128_413_mask.png;assault rifle, assault gun;rifle
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light3/BaseMap_Actor_128_413.png;assault-rifle-1;BaseMap;413;Default;X=-1.000 Y=0.000 Z=0.200;(R=1.000000,G=1.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light3/BaseMap_Actor_128_413_mask.png;assault rifle, assault gun;rifle
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light4/BaseMap_Actor_128_413.png;assault-rifle-1;BaseMap;413;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light4/BaseMap_Actor_128_413_mask.png;assault rifle, assault gun;rifle
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Camo/BaseMap_Actor_128_413.png;assault-rifle-1;BaseMap;413;M_Camo;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Camo/BaseMap_Actor_128_413_mask.png;assault rifle, assault gun;rifle
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Noise/BaseMap_Actor_128_413.png;assault-rifle-1;BaseMap;413;M_Noise;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Noise/BaseMap_Actor_128_413_mask.png;assault rifle, assault gun;rifle
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Titanium/BaseMap_Actor_128_413.png;assault-rifle-1;BaseMap;413;M_Titanium;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Titanium/BaseMap_Actor_128_413_mask.png;assault rifle, assault gun;rifle
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Tri_Wood/BaseMap_Actor_128_413.png;assault-rifle-1;BaseMap;413;M_Tri_Wood;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Tri_Wood/BaseMap_Actor_128_413_mask.png;assault rifle, assault gun;rifle
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_128_413.png;assault-rifle-1;BaseMap;413;M_Glass;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_128_413_mask.png;assault rifle, assault gun;rifle
